id,date,tempreture,aqi,percentage_of_sick_students,preventable_percentage,location_lat,location_long,heat_wave,monsoon,flu/cold,fever,humidity,sunrise,sunset,preventable_percentage_z,location_cluster,heat_wave_bc,monsoon_sqrt
22,221,44,4.31748811353631,21,95,10.5839407,125.1861057,30,8,69,31,50,6,19,1.241429760605881,0,13.914213117848293,2.8284271247461903
23,362,32,3.6375861597263857,5,60,14.55647,121.018975,24,6,62,32,57,6,19,-1.651767843682695,0,11.805321657992023,2.449489742783178
24,10,43,3.713572066704308,19,99,49.508379,19.9809619,30,9,64,39,42,6,19,1.5720809153817183,1,13.914213117848293,3.0
25,51,47,3.5263605246161616,48,60,-8.3272653,122.9409494,1,9,53,51,54,6,19,-1.651767843682695,0,0.8874802456229912,3.0
26,154,36,4.007333185232471,20,93,53.3881832,-6.2611953,19,1,56,38,50,6,19,1.0761041832179625,1,9.922871064854407,1.0
27,96,38,4.143134726391533,7,98,21.752396,111.617849,16,2,46,46,52,6,19,1.489418126687759,0,8.722275669951042,1.4142135623730951
28,44,37,4.04305126783455,30,90,49.7241948,20.4545876,38,2,56,54,37,6,19,0.8281158171360845,1,16.53606778957644,1.4142135623730951
29,132,44,3.6375861597263857,38,65,45.6838431,28.6143107,28,9,40,65,51,6,19,-1.2384539002128985,1,13.226807977745981,3.0
30,209,35,3.6375861597263857,16,77,-7.193833,-78.426165,41,10,48,34,44,6,19,-0.24650043588538662,2,17.47445913060683,3.1622776601683795
31,99,43,3.912023005428146,29,68,32.060255,118.796877,48,5,49,36,37,6,19,-0.9904655341310205,0,19.5861046085103,2.23606797749979
32,244,38,3.6635616461296463,48,74,-7.1929741,111.7197315,47,4,69,64,32,6,19,-0.4944888019672646,0,19.290547729108717,2.0
33,198,35,3.8918202981106265,45,80,28.818645,107.019761,6,8,69,70,30,6,19,0.001487930196491324,0,4.080929332678298,2.8284271247461903
34,326,48,4.219507705176107,49,99,23.144757,113.253429,3,10,52,65,55,6,19,1.5720809153817183,0,2.315250311699059,3.1622776601683795
35,153,34,4.330733340286331,9,100,21.795522,109.825927,12,1,44,69,48,6,19,1.6547437040756776,0,7.011179997662859,1.0
36,127,49,4.219507705176107,5,83,43.4968733,-1.4703339,16,7,64,48,43,6,19,0.24947629627836926,1,8.722275669951042,2.6457513110645907
37,324,32,4.0943445622221,49,72,45.597839,126.637515,26,5,42,63,54,6,19,-0.6598143793551832,0,12.524339503728616,2.23606797749979
38,157,49,4.04305126783455,15,65,-6.7189946,111.0479956,41,0,55,60,34,6,19,-1.2384539002128985,0,17.47445913060683,0.0
39,180,39,4.04305126783455,21,63,48.7700185,2.3508225,36,0,59,50,41,6,19,-1.403779477600817,1,15.897860290765086,0.0
40,173,50,3.8066624897703196,12,74,43.153975,-77.6120835,46,2,70,20,33,6,19,-0.4944888019672646,2,18.993050770330633,1.4142135623730951
41,28,39,4.465908118654584,39,97,-20.9977174,27.3352044,34,6,46,46,48,6,19,1.4067553379937996,1,15.248721030788754,2.449489742783178
42,261,38,3.8712010109078907,16,83,7.2636011,-58.4829834,45,3,44,55,55,6,19,0.24947629627836926,2,18.69355930178747,1.7320508075688772
43,183,30,4.248495242049359,34,62,-6.7453352,34.1531947,9,10,62,50,38,6,19,-1.4864422662947763,1,5.616262067735494,3.1622776601683795
44,220,37,4.454347296253507,50,65,-4.2221443,-44.7855844,30,3,54,60,47,6,19,-1.2384539002128985,2,13.914213117848293,1.7320508075688772
45,188,34,4.204692619390966,11,83,28.201931,112.846623,45,2,61,70,45,6,19,0.24947629627836926,0,18.69355930178747,1.4142135623730951
46,361,49,4.02535169073515,8,82,-31.48342,19.7582,13,5,53,27,60,6,19,0.16681350758440996,1,7.452841865452279,2.23606797749979
47,123,49,4.174387269895637,20,98,35.556017,118.45146,23,0,47,52,43,6,19,1.489418126687759,0,11.439067983366906,0.0
48,243,36,4.276666119016055,10,85,15.399082,119.9327646,15,4,52,24,48,6,19,0.4148018736662879,0,8.30759941426414,2.0
49,363,44,3.8501476017100584,6,84,54.70972,-7.74208,11,1,59,61,44,6,19,0.3321390849723286,1,6.558707105368467,1.0
50,168,33,4.343805421853684,20,94,12.6612116,-0.5683399,42,7,43,44,30,6,19,1.1587669719119218,1,17.78253107351021,2.6457513110645907
51,189,36,4.23410650459726,32,78,32.8449406,36.2251116,17,10,60,37,40,6,19,-0.1638376471914273,1,9.129357331720756,3.1622776601683795
52,44,46,4.59511985013459,48,65,39.7343087,-8.9156201,33,6,56,42,56,6,19,-1.2384539002128985,1,14.919797213847637,2.449489742783178
53,96,49,4.61512051684126,38,87,15.5160946,120.7090355,39,8,55,70,30,6,19,0.5801274510542065,0,16.851304055567244,2.8284271247461903
54,117,31,4.060443010546419,30,60,49.970045,19.944654,5,0,57,26,38,6,19,-1.651767843682695,1,3.5251487099061154,0.0
55,362,43,4.418840607796598,48,69,7.3275252,122.8946032,2,9,44,45,30,6,19,-0.9078027454370612,0,1.6395347627559027,3.0
56,145,39,4.110873864173311,8,93,35.0160783,40.44654,16,4,55,41,42,6,19,1.0761041832179625,1,8.722275669951042,2.0
57,16,48,4.290459441148391,47,84,48.534282,30.5234909,43,3,43,63,30,6,19,0.3321390849723286,1,18.088361170277,1.7320508075688772
58,46,32,4.543294782270004,13,66,46.7391101,30.7866668,38,3,62,29,46,6,19,-1.155791111518939,1,16.53606778957644,1.7320508075688772
59,16,35,4.394449154672439,46,94,49.4629619,17.1804834,33,1,52,41,59,6,19,1.1587669719119218,1,14.919797213847637,1.0
60,355,38,4.330733340286331,39,74,-6.9841118,111.7048262,27,6,66,51,37,6,19,-0.4944888019672646,0,12.877543771174011,2.449489742783178
61,296,41,4.51085950651685,14,92,-4.269928,138.0803529,46,2,68,59,32,6,19,0.9934413945240032,0,18.993050770330633,1.4142135623730951
62,63,48,4.2626798770413155,49,96,49.3457516,16.4764384,4,1,70,61,30,6,19,1.3240925492998403,1,2.9393391503995496,1.0
63,16,44,4.007333185232471,16,78,8.0186646,123.7786689,47,7,41,64,41,6,19,-0.1638376471914273,0,19.290547729108717,2.6457513110645907
64,318,40,4.127134385045092,49,80,29.483809,90.266692,22,6,62,34,34,6,19,0.001487930196491324,0,11.067989019952833,2.449489742783178
65,88,47,4.02535169073515,38,72,41.985186,122.836723,29,7,56,49,53,6,19,-0.6598143793551832,0,13.572309760286947,2.6457513110645907
66,143,31,4.382026634673881,48,68,45.1761098,20.9132879,44,8,46,39,35,6,19,-0.9904655341310205,1,18.392016145005794,2.8284271247461903
67,345,43,3.6888794541139363,36,73,13.9434827,121.3691335,45,2,62,69,59,6,19,-0.5771515906612239,0,18.69355930178747,1.4142135623730951
68,198,39,3.6635616461296463,41,93,59.6626986,30.0764476,8,4,56,35,47,6,19,1.0761041832179625,1,5.123025951137185,2.0
69,35,39,3.7612001156935624,9,85,61.0031692,25.3947277,31,9,58,63,38,6,19,0.4148018736662879,1,14.252669863236411,3.0
70,224,35,4.430816798843313,29,97,23.923594,115.761018,16,3,59,70,47,6,19,1.4067553379937996,0,8.722275669951042,1.7320508075688772
71,345,49,3.5263605246161616,41,97,13.5924758,100.1031202,27,1,41,30,53,6,19,1.4067553379937996,0,12.877543771174011,1.0
72,42,35,4.07753744390572,37,91,-5.1841285,-37.3477805,15,5,44,47,43,6,19,0.9107786058300438,2,8.30759941426414,2.23606797749979
73,58,32,3.5553480614894135,31,76,53.9865,27.7982,28,4,42,32,36,6,19,-0.32916322457934594,1,13.226807977745981,2.0
74,179,30,4.48863636973214,20,87,27.027081,117.694969,29,4,58,60,31,6,19,0.5801274510542065,0,13.572309760286947,2.0
75,166,34,4.465908118654584,16,77,14.0879302,44.6724469,16,0,70,66,33,6,19,-0.24650043588538662,1,8.722275669951042,0.0
76,125,39,4.553876891600541,34,93,43.5594247,43.4277773,25,2,59,68,40,6,19,1.0761041832179625,1,12.167002215723029,1.4142135623730951
77,250,43,4.290459441148391,27,91,52.3533225,18.7293986,5,7,70,35,49,6,19,0.9107786058300438,1,3.5251487099061154,2.6457513110645907
78,296,35,4.110873864173311,49,62,58.3971367,56.4158867,36,5,52,59,41,6,19,-1.4864422662947763,1,15.897860290765086,2.23606797749979
79,82,34,4.343805421853684,49,76,6.9463216,1.1688978,15,6,57,61,53,6,19,-0.32916322457934594,1,8.30759941426414,2.449489742783178
80,255,46,3.7612001156935624,48,94,34.6870111,-5.4502624,13,5,53,64,58,6,19,1.1587669719119218,1,7.452841865452279,2.23606797749979
81,247,35,3.8712010109078907,27,78,14.08181,-85.994003,11,0,40,57,52,6,19,-0.1638376471914273,2,6.558707105368467,0.0
82,139,40,4.343805421853684,48,64,-14.67278,-75.225304,10,9,54,47,31,6,19,-1.3211166889068577,2,6.094221015286683,3.0
83,20,45,3.713572066704308,15,88,31.095979,105.094586,47,2,70,50,43,6,19,0.6627902397481659,0,19.290547729108717,1.4142135623730951
84,356,35,4.0943445622221,32,88,49.7216794,18.3373855,40,4,54,38,60,6,19,0.6627902397481659,1,17.164074926500913,2.0
85,8,49,4.290459441148391,30,93,49.6085752,16.6797892,42,8,64,57,43,6,19,1.0761041832179625,1,17.78253107351021,2.8284271247461903
86,202,43,3.828641396489095,30,85,46.9656528,28.7657722,42,1,64,31,36,6,19,0.4148018736662879,1,17.78253107351021,1.0
87,69,33,4.532599493153256,30,87,28.7401,118.793215,31,10,65,68,38,6,19,0.5801274510542065,0,14.252669863236411,3.1622776601683795
88,232,49,3.970291913552122,39,92,8.4362867,-69.9959762,17,0,41,48,58,6,19,0.9934413945240032,2,9.129357331720756,0.0
89,52,33,4.477336814478207,20,92,40.06165,43.9852874,44,7,55,59,38,6,19,0.9934413945240032,1,18.392016145005794,2.6457513110645907
90,0,44,3.6635616461296463,28,97,0.1840524,100.1255164,7,2,62,46,44,6,19,1.4067553379937996,0,4.612233677398492,1.4142135623730951
91,91,34,4.290459441148391,34,99,3.1852692,-74.9208772,25,6,70,65,49,6,19,1.5720809153817183,2,12.167002215723029,2.449489742783178
92,208,31,3.7376696182833684,45,70,58.9867399,16.1955511,28,0,65,51,31,6,19,-0.8251399567431018,1,13.226807977745981,0.0
93,329,35,4.61512051684126,43,75,18.0622222,-77.3286111,43,10,51,24,54,6,19,-0.41182601327330526,2,18.088361170277,3.1622776601683795
94,171,50,3.9318256327243257,39,82,-28.8241753,17.256296,35,10,58,65,38,6,19,0.16681350758440996,1,15.574706451534722,3.1622776601683795
95,3,38,4.219507705176107,43,86,22.2799907,114.1587983,48,4,69,22,30,6,19,0.4974646623602472,0,19.5861046085103,2.0
96,190,38,4.007333185232471,32,66,30.619516,110.400306,13,5,49,48,56,6,19,-1.155791111518939,0,7.452841865452279,2.23606797749979
97,295,47,4.1588830833596715,5,67,-19.6824436,-44.890204,42,1,62,36,34,6,19,-1.0731283228249797,2,17.78253107351021,1.0
98,357,38,4.330733340286331,29,88,43.2900441,45.3024464,10,7,55,52,42,6,19,0.6627902397481659,1,6.094221015286683,2.6457513110645907
99,172,44,4.442651256490317,44,100,10.3291793,123.8864493,20,10,63,40,50,6,19,1.6547437040756776,0,10.310214820125351,3.1622776601683795
100,310,46,4.219507705176107,20,78,49.4904742,11.0986834,35,0,41,49,35,6,19,-0.1638376471914273,1,15.574706451534722,0.0
101,363,45,4.61512051684126,15,83,38.6968603,-8.7359804,26,4,60,36,39,6,19,0.24947629627836926,1,12.524339503728616,2.0
102,310,45,4.189654742026425,22,90,19.307033,-99.1675842,15,9,41,25,38,6,19,0.8281158171360845,2,8.30759941426414,3.0
103,226,32,4.418840607796598,27,83,40.4530275,44.5222246,47,9,43,31,45,6,19,0.24947629627836926,1,19.290547729108717,3.0
104,291,37,4.564348191467836,38,72,43.8564397,22.5188282,30,1,61,20,50,6,19,-0.6598143793551832,1,13.914213117848293,1.0
105,68,48,4.532599493153256,48,60,62.2666019,27.1252002,33,8,62,64,43,6,19,-1.651767843682695,1,14.919797213847637,2.8284271247461903
106,103,45,4.59511985013459,27,72,38.9181719,139.8446841,30,2,69,69,57,6,19,-0.6598143793551832,0,13.914213117848293,1.4142135623730951
107,46,50,3.6109179126442243,47,66,14.5699334,121.0204582,18,8,69,44,37,6,19,-1.155791111518939,0,9.529394584500919,2.8284271247461903
108,124,32,4.394449154672439,21,64,-22.455799,-47.0193913,21,0,63,47,38,6,19,-1.3211166889068577,2,10.691807028772985,0.0
109,103,34,3.4965075614664802,40,96,35.758786,116.805796,2,7,40,24,59,6,19,1.3240925492998403,0,1.6395347627559027,2.6457513110645907
110,238,32,4.356708826689592,36,89,28.782431,113.122376,15,8,51,26,56,6,19,0.7454530284421251,0,8.30759941426414,2.8284271247461903
111,352,31,4.248495242049359,12,75,52.1660441,16.4612356,38,0,41,47,50,6,19,-0.41182601327330526,1,16.53606778957644,0.0
112,118,49,3.4965075614664802,10,60,29.343221,106.427649,8,2,48,23,57,6,19,-1.651767843682695,0,5.123025951137185,1.4142135623730951
113,185,30,3.4657359027997265,10,68,25.84999,115.400234,3,3,63,57,54,6,19,-0.9904655341310205,0,2.315250311699059,1.7320508075688772
114,269,46,4.3694478524670215,13,61,29.6793128,-82.3723105,17,4,65,45,51,6,19,-1.5691050549887358,2,9.129357331720756,2.0
115,27,38,3.6888794541139363,5,97,31.238854,121.331694,21,7,54,63,45,6,19,1.4067553379937996,0,10.691807028772985,2.6457513110645907
116,314,39,4.02535169073515,14,91,32.903454,-117.2195678,40,4,61,32,56,6,19,0.9107786058300438,2,17.164074926500913,2.0
117,325,41,4.465908118654584,33,81,-1.048106,103.380604,4,0,51,51,48,6,19,0.08415071889045064,0,2.9393391503995496,0.0
118,21,44,4.418840607796598,37,73,42.8746212,74.5697617,40,2,46,21,36,6,19,-0.5771515906612239,0,17.164074926500913,1.4142135623730951
119,62,42,3.4339872044851463,45,90,43.2001798,27.905933,26,1,57,33,31,6,19,0.8281158171360845,1,12.524339503728616,1.0
120,223,37,3.8066624897703196,12,87,30.5211502,112.8915932,32,3,65,64,53,6,19,0.5801274510542065,0,14.587820879675423,1.7320508075688772
121,209,39,4.276666119016055,20,74,26.27436,106.586543,19,1,52,50,34,6,19,-0.4944888019672646,0,9.922871064854407,1.0
122,207,36,4.382026634673881,7,68,4.733779,-74.2627569,46,1,54,41,41,6,19,-0.9904655341310205,2,18.993050770330633,1.0
123,314,49,4.574710978503383,39,81,5.409158,-73.295881,21,5,47,39,36,6,19,0.08415071889045064,2,10.691807028772985,2.23606797749979
124,101,37,3.8712010109078907,40,83,34.8475775,127.3416,2,3,49,31,44,6,19,0.24947629627836926,0,1.6395347627559027,1.7320508075688772
125,196,48,4.0943445622221,5,87,42.0912106,19.089904,6,10,70,37,44,6,19,0.5801274510542065,1,4.080929332678298,3.1622776601683795
126,170,38,3.784189633918261,21,70,43.840232,5.037751,7,1,65,33,48,6,19,-0.8251399567431018,1,4.612233677398492,1.0
127,6,31,4.219507705176107,10,93,-34.4489078,-58.7992473,11,5,47,34,38,6,19,1.0761041832179625,2,6.558707105368467,2.23606797749979
128,248,34,3.912023005428146,26,64,13.9619203,100.5461093,37,5,57,64,41,6,19,-1.3211166889068577,0,16.21828270875482,2.23606797749979
129,14,48,4.304065093204169,28,97,43.275207,1.9452714,16,0,43,26,33,6,19,1.4067553379937996,1,8.722275669951042,0.0
130,359,47,4.007333185232471,5,68,-8.1991972,113.6353431,15,3,67,63,41,6,19,-0.9904655341310205,0,8.30759941426414,1.7320508075688772
131,226,38,3.4657359027997265,49,69,39.119934,77.002783,5,2,60,51,31,6,19,-0.9078027454370612,0,3.5251487099061154,1.4142135623730951
132,142,36,3.5553480614894135,6,88,28.583113,116.935849,50,8,44,62,32,6,19,0.6627902397481659,0,20.171603206266255,2.8284271247461903
133,137,50,4.454347296253507,14,66,8.016667,-80.45,48,2,51,57,37,6,19,-1.155791111518939,2,19.5861046085103,1.4142135623730951
134,59,45,4.584967478670572,44,99,-32.4084888,-63.2596263,1,9,40,32,49,6,19,1.5720809153817183,2,0.8874802456229912,3.0
135,357,35,4.189654742026425,21,99,35.7453776,140.8272903,50,6,64,26,50,6,19,1.5720809153817183,0,20.171603206266255,2.449489742783178
136,262,46,3.8712010109078907,46,79,39.9051618,116.4624467,39,9,58,21,44,6,19,-0.08117485849746799,0,16.851304055567244,3.0
137,72,41,4.31748811353631,16,68,46.8260183,-2.1318548,47,0,48,33,41,6,19,-0.9904655341310205,1,19.290547729108717,0.0
138,184,39,4.143134726391533,25,79,49.0337963,16.2983865,7,3,54,51,44,6,19,-0.08117485849746799,1,4.612233677398492,1.7320508075688772
139,175,38,3.713572066704308,28,77,26.9915774,31.4155591,18,7,55,69,52,6,19,-0.24650043588538662,1,9.529394584500919,2.6457513110645907
140,85,38,4.3694478524670215,25,70,69.0474473,33.2898473,11,3,49,54,34,6,19,-0.8251399567431018,1,6.558707105368467,1.7320508075688772
141,247,49,4.3694478524670215,25,62,56.114128,101.186866,2,6,66,23,37,6,19,-1.4864422662947763,0,1.6395347627559027,2.449489742783178
142,328,48,4.61512051684126,39,100,-11.9595235,-75.258844,26,9,66,32,50,6,19,1.6547437040756776,2,12.524339503728616,3.0
143,110,45,3.6635616461296463,13,71,19.2540302,-99.6000391,45,0,50,67,44,6,19,-0.7424771680491425,2,18.69355930178747,0.0
144,184,39,4.356708826689592,40,96,-12.3325,43.7775,35,9,60,65,51,6,19,1.3240925492998403,1,15.574706451534722,3.0
145,106,34,3.9318256327243257,47,78,34.199479,119.578364,3,5,51,30,41,6,19,-0.1638376471914273,0,2.315250311699059,2.23606797749979
146,268,50,4.465908118654584,6,66,59.9263628,10.779541,31,10,68,63,45,6,19,-1.155791111518939,1,14.252669863236411,3.1622776601683795
147,14,42,4.189654742026425,7,94,17.1413481,102.7824777,7,8,46,66,55,6,19,1.1587669719119218,0,4.612233677398492,2.8284271247461903
148,178,31,3.4965075614664802,49,91,14.1950983,-89.7920356,37,2,61,40,52,6,19,0.9107786058300438,2,16.21828270875482,1.4142135623730951
149,137,30,3.7612001156935624,8,74,-6.6652456,107.9117062,6,8,67,53,40,6,19,-0.4944888019672646,0,4.080929332678298,2.8284271247461903
150,117,44,4.143134726391533,30,86,16.7909044,-62.2106241,22,1,63,37,43,6,19,0.4974646623602472,2,11.067989019952833,1.0
151,211,43,3.4657359027997265,38,64,55.7393377,37.6642542,16,3,62,57,52,6,19,-1.3211166889068577,1,8.722275669951042,1.7320508075688772
152,179,45,4.248495242049359,40,73,6.2012073,-1.6912512,23,1,70,26,43,6,19,-0.5771515906612239,1,11.439067983366906,1.0
153,151,31,3.912023005428146,39,78,32.637546,109.003167,27,9,59,57,38,6,19,-0.1638376471914273,0,12.877543771174011,3.0
154,151,39,4.127134385045092,15,91,32.34977,-80.67895,36,7,54,33,38,6,19,0.9107786058300438,2,15.897860290765086,2.6457513110645907
155,325,35,3.7612001156935624,8,81,48.9339587,23.1684533,34,0,63,25,47,6,19,0.08415071889045064,1,15.248721030788754,0.0
156,131,36,4.127134385045092,35,72,-8.1275349,112.2711875,3,4,44,35,30,6,19,-0.6598143793551832,0,2.315250311699059,2.0
157,177,42,4.356708826689592,9,79,4.920956,-75.063129,18,1,66,43,54,6,19,-0.08117485849746799,2,9.529394584500919,1.0
158,275,40,3.8918202981106265,37,70,-11.7659957,-75.4723411,14,5,69,68,56,6,19,-0.8251399567431018,2,7.884697880169708,2.23606797749979
159,259,37,4.343805421853684,29,67,40.927831,120.632941,37,6,68,50,46,6,19,-1.0731283228249797,0,16.21828270875482,2.449489742783178
160,338,50,3.7376696182833684,34,99,-34.5078338,-58.5277156,0,3,49,42,38,6,19,1.5720809153817183,2,0.0,1.7320508075688772
161,61,34,3.9512437185814275,19,100,39.0145274,-7.0611673,40,5,62,26,60,6,19,1.6547437040756776,1,17.164074926500913,2.23606797749979
162,142,37,4.290459441148391,50,82,-6.9484206,110.2579036,6,3,68,65,38,6,19,0.16681350758440996,0,4.080929332678298,1.7320508075688772
163,25,42,3.5263605246161616,37,68,33.9498503,-117.636429,8,7,57,48,33,6,19,-0.9904655341310205,2,5.123025951137185,2.6457513110645907
164,293,41,4.59511985013459,49,66,37.7467263,126.4878731,29,10,54,20,41,6,19,-1.155791111518939,0,13.572309760286947,3.1622776601683795
165,67,31,3.9889840465642745,49,93,14.5643332,121.1334952,20,2,50,46,55,6,19,1.0761041832179625,0,10.310214820125351,1.4142135623730951
166,157,32,3.713572066704308,20,96,41.9238499,20.3755648,49,1,41,40,33,6,19,1.3240925492998403,1,19.879773276155152,1.0
167,226,39,4.574710978503383,31,78,1.35317,173.04259,47,8,63,34,37,6,19,-0.1638376471914273,0,19.290547729108717,2.8284271247461903
168,70,31,4.382026634673881,12,100,-8.0604,111.5793,34,7,45,36,51,6,19,1.6547437040756776,0,15.248721030788754,2.6457513110645907
169,266,38,4.110873864173311,15,79,44.8278003,14.7318165,24,7,42,30,44,6,19,-0.08117485849746799,1,11.805321657992023,2.6457513110645907
170,189,49,4.574710978503383,20,98,35.7911456,139.4574047,6,9,68,32,52,6,19,1.489418126687759,0,4.080929332678298,3.0
171,333,36,3.6635616461296463,9,99,-17.6809984,-149.3081197,31,3,65,50,31,6,19,1.5720809153817183,2,14.252669863236411,1.7320508075688772
172,150,33,3.58351893845611,39,82,7.5252594,122.3617095,14,5,44,49,44,6,19,0.16681350758440996,0,7.884697880169708,2.23606797749979
173,97,49,3.58351893845611,30,97,7.0086472,100.4746879,48,2,54,45,34,6,19,1.4067553379937996,0,19.5861046085103,1.4142135623730951
174,175,46,4.564348191467836,46,84,-7.3743397,110.2648159,22,8,45,61,38,6,19,0.3321390849723286,0,11.067989019952833,2.8284271247461903
175,322,31,3.5553480614894135,18,69,48.892701,2.233089,31,1,50,34,49,6,19,-0.9078027454370612,1,14.252669863236411,1.0
176,111,32,4.04305126783455,35,89,32.852247,35.201315,3,6,45,48,41,6,19,0.7454530284421251,1,2.315250311699059,2.449489742783178
177,169,50,4.48863636973214,37,71,35.547715,103.506415,10,1,55,26,38,6,19,-0.7424771680491425,0,6.094221015286683,1.0
178,188,44,4.343805421853684,19,92,6.313861,-76.13181,14,5,46,42,55,6,19,0.9934413945240032,2,7.884697880169708,2.23606797749979
179,121,46,4.276666119016055,12,89,51.8204945,68.3636926,46,7,40,54,50,6,19,0.7454530284421251,1,18.993050770330633,2.6457513110645907
180,76,42,4.553876891600541,28,77,31.348795,121.7666886,20,5,50,57,52,6,19,-0.24650043588538662,0,10.310214820125351,2.23606797749979
181,65,49,3.8712010109078907,47,69,2.6087182,96.1686077,49,7,70,31,34,6,19,-0.9078027454370612,0,19.879773276155152,2.6457513110645907
182,218,45,4.007333185232471,7,83,54.0691945,45.0923988,31,7,44,47,35,6,19,0.24947629627836926,1,14.252669863236411,2.6457513110645907
183,56,49,4.02535169073515,45,90,53.4116818,58.9860021,39,1,64,69,38,6,19,0.8281158171360845,1,16.851304055567244,1.0
184,5,41,4.060443010546419,25,86,46.6620498,40.5611144,19,8,54,57,59,6,19,0.4974646623602472,1,9.922871064854407,2.8284271247461903
185,338,49,4.465908118654584,39,93,46.4270739,16.5473979,13,8,66,61,30,6,19,1.0761041832179625,1,7.452841865452279,2.8284271247461903
186,331,33,3.6635616461296463,44,81,59.3245933,17.9509504,16,5,53,53,60,6,19,0.08415071889045064,1,8.722275669951042,2.23606797749979
187,102,38,4.2626798770413155,24,87,21.121444,106.1110501,45,6,67,62,53,6,19,0.5801274510542065,0,18.69355930178747,2.449489742783178
188,54,33,4.5217885770490405,11,91,40.7809019,-74.138917,43,3,49,70,60,6,19,0.9107786058300438,2,18.088361170277,1.7320508075688772
189,186,43,3.6109179126442243,47,87,47.7963656,67.7020019,13,1,55,69,44,6,19,0.5801274510542065,1,7.452841865452279,1.0
190,257,48,4.07753744390572,46,77,-7.0265442,110.1879106,6,10,49,28,45,6,19,-0.24650043588538662,0,4.080929332678298,3.1622776601683795
191,364,41,4.060443010546419,43,80,33.868434,113.054801,29,8,62,53,49,6,19,0.001487930196491324,0,13.572309760286947,2.8284271247461903
192,145,50,4.143134726391533,45,82,13.657613,100.3976471,44,5,54,20,49,6,19,0.16681350758440996,0,18.392016145005794,2.23606797749979
193,302,36,4.356708826689592,6,78,-19.7775397,29.3627814,39,2,48,57,42,6,19,-0.1638376471914273,1,16.851304055567244,1.4142135623730951
194,211,45,4.454347296253507,6,65,47.7314993,40.2098294,18,0,63,38,51,6,19,-1.2384539002128985,1,9.529394584500919,0.0
195,333,45,3.5553480614894135,49,83,48.8706152,2.2289339,29,8,61,49,49,6,19,0.24947629627836926,1,13.572309760286947,2.8284271247461903
